#,OBJECTID,Código de la remoción en masa,Región,Tipo de remoción en masa,Tipo de material,Clasificación de remoción en masa,Detonante,Día del evento,Mes de inicio del evento,Año del evento,Estación de ocurrencia del evento,Método de obtención de la información,Fuente de la información,Autor de la fuente,Nota,Enlace de documento asociado,Latitud,Longitud,Precisión de coordenadas
942,828,RM-2017-04-010,Coquimbo,5,Suelo/Sedimento,Flujo de detritos,Lluvias,11 al 13,Mayo,2017,Otoño (del 21-03 al 20-06),,"2017. Efectos geológicos del evento meteorológico del 11 al 13 de mayo de 2017, región de Atacama. Valle del Elqui, comunas de Vicuña Y Paihuano","Alfaro, A. y Garrido, N.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-04.pdf,-29.79717705,-70.75672394,Coordenadas exactas
941,827,RM-2017-04-009,Coquimbo,5,Suelo/Sedimento,Flujo de detritos,Lluvias,11 al 13,Mayo,2017,Otoño (del 21-03 al 20-06),,"2017. Efectos geológicos del evento meteorológico del 11 al 13 de mayo de 2017, región de Atacama. Valle del Elqui, comunas de Vicuña Y Paihuano","Alfaro, A. y Garrido, N.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-04.pdf,-29.79766078,-70.76308416,Coordenadas exactas
940,826,RM-2017-04-008,Coquimbo,5,Suelo/Sedimento,Flujo de detritos,Lluvias,11 al 13,Mayo,2017,Otoño (del 21-03 al 20-06),,"2017. Efectos geológicos del evento meteorológico del 11 al 13 de mayo de 2017, región de Atacama. Valle del Elqui, comunas de Vicuña Y Paihuano","Alfaro, A. y Garrido, N.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-04.pdf,-29.8013003,-70.76215485,Coordenadas exactas
939,825,RM-2017-04-007,Coquimbo,5,Suelo/Sedimento,Flujo de detritos,Lluvias,11 al 13,Mayo,2017,Otoño (del 21-03 al 20-06),,"2017. Efectos geológicos del evento meteorológico del 11 al 13 de mayo de 2017, región de Atacama. Valle del Elqui, comunas de Vicuña Y Paihuano","Alfaro, A. y Garrido, N.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-04.pdf,-29.79972207,-70.765479,Coordenadas exactas
938,824,RM-2017-04-006,Coquimbo,5,Suelo/Sedimento,Flujo de detritos,Lluvias,11 al 13,Mayo,2017,Otoño (del 21-03 al 20-06),,"2017. Efectos geológicos del evento meteorológico del 11 al 13 de mayo de 2017, región de Atacama. Valle del Elqui, comunas de Vicuña Y Paihuano","Alfaro, A. y Garrido, N.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-04.pdf,-29.80385049,-70.76645157,Coordenadas exactas
937,823,RM-2017-04-005,Coquimbo,5,Suelo/Sedimento,Flujo de detritos,Lluvias,11 al 13,Mayo,2017,Otoño (del 21-03 al 20-06),,"2017. Efectos geológicos del evento meteorológico del 11 al 13 de mayo de 2017, región de Atacama. Valle del Elqui, comunas de Vicuña Y Paihuano","Alfaro, A. y Garrido, N.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-04.pdf,-29.80559152,-70.76782712,Coordenadas exactas
936,822,RM-2017-04-004,Coquimbo,5,Suelo/Sedimento,Flujo de detritos,Lluvias,11 al 13,Mayo,2017,Otoño (del 21-03 al 20-06),,"2017. Efectos geológicos del evento meteorológico del 11 al 13 de mayo de 2017, región de Atacama. Valle del Elqui, comunas de Vicuña Y Paihuano","Alfaro, A. y Garrido, N.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-04.pdf,-29.80292814,-70.78406392,Coordenadas exactas
935,821,RM-2017-04-003,Coquimbo,5,Suelo/Sedimento,Flujo de detritos,Lluvias,11 al 13,Mayo,2017,Otoño (del 21-03 al 20-06),,"2017. Efectos geológicos del evento meteorológico del 11 al 13 de mayo de 2017, región de Atacama. Valle del Elqui, comunas de Vicuña Y Paihuano","Alfaro, A. y Garrido, N.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-04.pdf,-29.80908685,-70.79367088,Coordenadas exactas
934,820,RM-2017-04-002,Coquimbo,5,Suelo/Sedimento,Flujo de detritos,Lluvias,11 al 13,Mayo,2017,Otoño (del 21-03 al 20-06),,"2017. Efectos geológicos del evento meteorológico del 11 al 13 de mayo de 2017, región de Atacama. Valle del Elqui, comunas de Vicuña Y Paihuano","Alfaro, A. y Garrido, N.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-04.pdf,-29.81229925,-70.79364546,Coordenadas exactas
933,819,RM-2017-04-001,Coquimbo,5,Suelo/Sedimento,Flujo de detritos,Lluvias,11 al 13,Mayo,2017,Otoño (del 21-03 al 20-06),,"2017. Efectos geológicos del evento meteorológico del 11 al 13 de mayo de 2017, región de Atacama. Valle del Elqui, comunas de Vicuña Y Paihuano","Alfaro, A. y Garrido, N.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-04.pdf,-29.81354211,-70.79912022,Coordenadas exactas
932,818,RM-2017-03-007,Atacama,5,Suelo/Sedimento,Crecida de detritos,Lluvias,13,Mayo,2017,Otoño (del 21-03 al 20-06),,"2017. Efectos geológicos del evento meteorológico del 11 al 13 de mayo de 2017, región de Atacama. Rio Copiapó, ciudad de Copiapó a localidad Los Loros","Fernández, J.; Domagala, J.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-03.pdf,-26.4315898,-70.27414218,Coordenadas aproximadas al sector
931,817,RM-2017-03-006,Atacama,5,Suelo/Sedimento,Crecida de detritos,Lluvias,12,Mayo,2017,Otoño (del 21-03 al 20-06),Observado en terreno,"2017. Efectos geológicos del evento meteorológico del 11 al 13 de mayo de 2017, región de Atacama. Rio Copiapó, ciudad de Copiapó a localidad Los Loros","Fernández, J.; Domagala, J.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-03.pdf,-27.76450105,-70.16594059,Coordenadas exactas
930,816,RM-2017-03-005,Atacama,5,Suelo/Sedimento,Flujo de detritos,Lluvias,12,Mayo,2017,Otoño (del 21-03 al 20-06),Observado en terreno,"2017. Efectos geológicos del evento meteorológico del 11 al 13 de mayo de 2017, región de Atacama. Rio Copiapó, ciudad de Copiapó a localidad Los Loros","Fernández, J.; Domagala, J.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-03.pdf,-27.78826233,-70.15045189,Coordenadas exactas
929,815,RM-2017-03-004,Atacama,5,Suelo/Sedimento,Crecida de detritos,Lluvias,12,Mayo,2017,Otoño (del 21-03 al 20-06),Observado en terreno,"2017. Efectos geológicos del evento meteorológico del 11 al 13 de mayo de 2017, región de Atacama. Rio Copiapó, ciudad de Copiapó a localidad Los Loros","Fernández, J.; Domagala, J.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-03.pdf,-27.79719767,-70.14839406,Coordenadas exactas
928,814,RM-2017-03-003,Atacama,5,Suelo/Sedimento,Flujo indeterminado,Lluvias,12,Mayo,2017,Otoño (del 21-03 al 20-06),,"2017. Efectos geológicos del evento meteorológico del 11 al 13 de mayo de 2017, región de Atacama. Rio Copiapó, ciudad de Copiapó a localidad Los Loros","Fernández, J.; Domagala, J.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-03.pdf,-27.40408029,-70.26933495,Coordenadas aproximadas al sector
927,813,RM-2017-03-002,Atacama,5,Suelo/Sedimento,Crecida de detritos,Lluvias,12,Mayo,2017,Otoño (del 21-03 al 20-06),,"2017. Efectos geológicos del evento meteorológico del 11 al 13 de mayo de 2017, región de Atacama. Rio Copiapó, ciudad de Copiapó a localidad Los Loros","Fernández, J.; Domagala, J.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-03.pdf,-27.37647106,-70.32999195,Coordenadas aproximadas al sector
926,812,RM-2017-03-001,Atacama,5,Suelo/Sedimento,Flujo de detritos,Lluvias,12,Mayo,2017,Otoño (del 21-03 al 20-06),,"2017. Efectos geológicos del evento meteorológico del 11 al 13 de mayo de 2017, región de Atacama. Rio Copiapó, ciudad de Copiapó a localidad Los Loros","Fernández, J.; Domagala, J.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-03.pdf,-27.82855039,-70.10819129,Coordenadas exactas
925,811,RM-2017-02-001,Los Ríos,3,Suelo/Sedimento,Deslizamiento plano de arcilla/limo,Lluvias,16,Mayo,2017,Otoño (del 21-03 al 20-06),,"2017. Deslizamiento de tierra en el paseo Paul Harris, comuna de Corral, XIV región de los Ríos, Chile.","Carrasco, F.; Bertin, L.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-02.pdf,-39.88682753,-73.42859342,Coordenadas exactas
924,810,RM-2017-01-001,Los Ríos,3,Sin información,Deslizamiento rotacional de arcilla/limo,Sin información,8,Septiembre,2017,Invierno (del 21-06 al 20-09),,"2017. Remoción en masa en sector Pastal, comuna de Corral, región de Los Ríos","Bertin, L.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-01.pdf,-39.92844793,-73.56235774,Coordenadas aproximadas al sector
923,1416,RM-2016-05-022,O'Higgins,1,Roca,Caída de roca,Lluvias,14,Abril,2016,Otoño (del 21-03 al 20-06),Observado en terreno,"2016. Efectos geológicos del sistema frontal en la zona central del país, 14-18 de Abril de 2016 región del Libertador General. Bernardo O""Higgins","Alfaro, A.; Opazo, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2016-05.pdf,-34.79130079,-70.62390203,Coordenadas exactas
922,1415,RM-2016-05-021,O'Higgins,5,Roca y Suelo/Sedimento,Flujo de detritos,Lluvias,14,Abril,2016,Otoño (del 21-03 al 20-06),Observado en terreno,"2016. Efectos geológicos del sistema frontal en la zona central del país, 14-18 de Abril de 2016 región del Libertador General. Bernardo O""Higgins","Alfaro, A.; Opazo, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2016-05.pdf,-34.89004086,-70.53356365,Coordenadas exactas
921,1414,RM-2016-05-020,O'Higgins,5,Roca y Suelo/Sedimento,Flujo de detritos,Lluvias,14,Abril,2016,Otoño (del 21-03 al 20-06),Observado en terreno,"2016. Efectos geológicos del sistema frontal en la zona central del país, 14-18 de Abril de 2016 región del Libertador General. Bernardo O""Higgins","Alfaro, A.; Opazo, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2016-05.pdf,-34.89209177,-70.53251841,Coordenadas exactas
920,1413,RM-2016-05-019,O'Higgins,1,Roca,Caída de roca,Lluvias,14,Abril,2016,Otoño (del 21-03 al 20-06),Observado en terreno,"2016. Efectos geológicos del sistema frontal en la zona central del país, 14-18 de Abril de 2016 región del Libertador General. Bernardo O""Higgins","Alfaro, A.; Opazo, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2016-05.pdf,-34.89509552,-70.53098742,Coordenadas exactas
919,1412,RM-2016-05-018,O'Higgins,5,Roca y Suelo/Sedimento,Flujo de detritos,Lluvias,14,Abril,2016,Otoño (del 21-03 al 20-06),Observado en terreno,"2016. Efectos geológicos del sistema frontal en la zona central del país, 14-18 de Abril de 2016 región del Libertador General. Bernardo O""Higgins","Alfaro, A.; Opazo, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2016-05.pdf,-34.9185955,-70.50330211,Coordenadas exactas
918,1411,RM-2016-05-017,O'Higgins,5,Roca y Suelo/Sedimento,Flujo de detritos,Lluvias,14,Abril,2016,Otoño (del 21-03 al 20-06),Observado en terreno,"2016. Efectos geológicos del sistema frontal en la zona central del país, 14-18 de Abril de 2016 región del Libertador General. Bernardo O""Higgins","Alfaro, A.; Opazo, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2016-05.pdf,-34.92634466,-70.50006066,Coordenadas exactas
917,1410,RM-2016-05-016,O'Higgins,5,Roca y Suelo/Sedimento,Flujo de detritos,Lluvias,14,Abril,2016,Otoño (del 21-03 al 20-06),Observado en terreno,"2016. Efectos geológicos del sistema frontal en la zona central del país, 14-18 de Abril de 2016 región del Libertador General. Bernardo O""Higgins","Alfaro, A.; Opazo, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2016-05.pdf,-34.91335081,-70.50888738,Coordenadas exactas
916,1409,RM-2016-05-015,O'Higgins,5,Roca y Suelo/Sedimento,Flujo de detritos,Lluvias,14,Abril,2016,Otoño (del 21-03 al 20-06),Observado en terreno,"2016. Efectos geológicos del sistema frontal en la zona central del país, 14-18 de Abril de 2016 región del Libertador General. Bernardo O""Higgins","Alfaro, A.; Opazo, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2016-05.pdf,-34.75976236,-70.69523779,Coordenadas exactas
915,1408,RM-2016-05-014,O'Higgins,3,Roca y Suelo/Sedimento,Deslizamiento traslacional de roca,Lluvias,14,Abril,2016,Otoño (del 21-03 al 20-06),Observado en terreno,"2016. Efectos geológicos del sistema frontal en la zona central del país, 14-18 de Abril de 2016 región del Libertador General. Bernardo O""Higgins","Alfaro, A.; Opazo, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2016-05.pdf,-34.76430515,-70.68950724,Coordenadas exactas
914,1407,RM-2016-05-013,O'Higgins,1,Roca,Caída de roca,Lluvias,14,Abril,2016,Otoño (del 21-03 al 20-06),Observado en terreno,"2016. Efectos geológicos del sistema frontal en la zona central del país, 14-18 de Abril de 2016 región del Libertador General. Bernardo O""Higgins","Alfaro, A.; Opazo, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2016-05.pdf,-34.7714036,-70.66972155,Coordenadas exactas
913,1406,RM-2016-05-012,O'Higgins,5,Roca y Suelo/Sedimento,Flujo de detritos,Lluvias,14,Abril,2016,Otoño (del 21-03 al 20-06),Observado en terreno,"2016. Efectos geológicos del sistema frontal en la zona central del país, 14-18 de Abril de 2016 región del Libertador General. Bernardo O""Higgins","Alfaro, A.; Opazo, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2016-05.pdf,-34.7735047,-70.66838707,Coordenadas exactas
912,1405,RM-2016-05-011,O'Higgins,1,Roca,Caída de roca,Lluvias,14,Abril,2016,Otoño (del 21-03 al 20-06),Observado en terreno,"2016. Efectos geológicos del sistema frontal en la zona central del país, 14-18 de Abril de 2016 región del Libertador General. Bernardo O""Higgins","Alfaro, A.; Opazo, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2016-05.pdf,-34.77515523,-70.66703254,Coordenadas exactas
911,1404,RM-2016-05-010,O'Higgins,3,Roca y Suelo/Sedimento,Deslizamiento traslacional de roca,Lluvias,14,Abril,2016,Otoño (del 21-03 al 20-06),Observado en terreno,"2016. Efectos geológicos del sistema frontal en la zona central del país, 14-18 de Abril de 2016 región del Libertador General. Bernardo O""Higgins","Alfaro, A.; Opazo, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2016-05.pdf,-34.77887173,-70.66031025,Coordenadas exactas
910,1403,RM-2016-05-009,O'Higgins,1,Roca,Caída de roca,Lluvias,14,Abril,2016,Otoño (del 21-03 al 20-06),Observado en terreno,"2016. Efectos geológicos del sistema frontal en la zona central del país, 14-18 de Abril de 2016 región del Libertador General. Bernardo O""Higgins","Alfaro, A.; Opazo, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2016-05.pdf,-34.24951433,-70.56004783,Coordenadas exactas
909,1402,RM-2016-05-008,O'Higgins,3,Roca y Suelo/Sedimento,Deslizamiento traslacional de roca,Lluvias,14,Abril,2016,Otoño (del 21-03 al 20-06),Observado en terreno,"2016. Efectos geológicos del sistema frontal en la zona central del país, 14-18 de Abril de 2016 región del Libertador General. Bernardo O""Higgins","Alfaro, A.; Opazo, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2016-05.pdf,-34.24871312,-70.560652,Coordenadas exactas
908,1401,RM-2016-05-007,O'Higgins,5,Roca y Suelo/Sedimento,Flujo de detritos,Lluvias,14,Abril,2016,Otoño (del 21-03 al 20-06),Observado en terreno,"2016. Efectos geológicos del sistema frontal en la zona central del país, 14-18 de Abril de 2016 región del Libertador General. Bernardo O""Higgins","Alfaro, A.; Opazo, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2016-05.pdf,-34.20269397,-70.61045387,Coordenadas exactas
907,1400,RM-2016-05-006,O'Higgins,1,Roca,Caída de roca,Lluvias,14,Abril,2016,Otoño (del 21-03 al 20-06),Observado en terreno,"2016. Efectos geológicos del sistema frontal en la zona central del país, 14-18 de Abril de 2016 región del Libertador General. Bernardo O""Higgins","Alfaro, A.; Opazo, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2016-05.pdf,-34.2071319,-70.53294643,Coordenadas exactas
906,1399,RM-2016-05-005,O'Higgins,3,Roca y Suelo/Sedimento,Deslizamiento traslacional de roca,Lluvias,14,Abril,2016,Otoño (del 21-03 al 20-06),Observado en terreno,"2016. Efectos geológicos del sistema frontal en la zona central del país, 14-18 de Abril de 2016 región del Libertador General. Bernardo O""Higgins","Alfaro, A.; Opazo, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2016-05.pdf,-34.20658603,-70.53261094,Coordenadas exactas
905,1398,RM-2016-05-004,O'Higgins,3,Roca y Suelo/Sedimento,Deslizamiento traslacional de roca,Lluvias,14,Abril,2016,Otoño (del 21-03 al 20-06),Observado en terreno,"2016. Efectos geológicos del sistema frontal en la zona central del país, 14-18 de Abril de 2016 región del Libertador General. Bernardo O""Higgins","Alfaro, A.; Opazo, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2016-05.pdf,-34.20157337,-70.5926883,Coordenadas exactas
904,1397,RM-2016-05-003,O'Higgins,1,Roca,Caída de roca,Lluvias,14,Abril,2016,Otoño (del 21-03 al 20-06),Observado en terreno,"2016. Efectos geológicos del sistema frontal en la zona central del país, 14-18 de Abril de 2016 región del Libertador General. Bernardo O""Higgins","Alfaro, A.; Opazo, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2016-05.pdf,-34.20425676,-70.59436675,Coordenadas exactas
903,1396,RM-2016-05-002,O'Higgins,1,Roca,Caída de roca,Lluvias,14,Abril,2016,Otoño (del 21-03 al 20-06),Observado en terreno,"2016. Efectos geológicos del sistema frontal en la zona central del país, 14-18 de Abril de 2016 región del Libertador General. Bernardo O""Higgins","Alfaro, A.; Opazo, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2016-05.pdf,-34.2015941,-70.60974923,Coordenadas exactas
902,1395,RM-2016-05-001,O'Higgins,3,Roca y Suelo/Sedimento,Deslizamiento traslacional de roca,Lluvias,14,Abril,2016,Otoño (del 21-03 al 20-06),Observado en terreno,"2016. Efectos geológicos del sistema frontal en la zona central del país, 14-18 de Abril de 2016 región del Libertador General. Bernardo O""Higgins","Alfaro, A.; Opazo, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2016-05.pdf,-34.16219766,-70.94353297,Coordenadas exactas
901,1281,RM-2016-04-003,Magallanes,3,Roca,Deslizamiento en cuña de roca,Excavación pie de ladera/talud,,,0,,Observado en terreno,"2016. Reporte de visita geológica a Bahía Yendegaia, Tierra del Fuego, región de Magallanes y Antártica Chilena","Alfaro, A.; Opazo, E.",Evaluación geotécnica de taludes en ruta Yendegaia-Fagnano,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2016-04.pdf,-54.85617889,-68.70950377,Coordenadas exactas
900,1280,RM-2016-04-002,Magallanes,3,Roca,Deslizamiento en cuña de roca,Excavación pie de ladera/talud,,,0,,Observado en terreno,"2016. Reporte de visita geológica a Bahía Yendegaia, Tierra del Fuego, región de Magallanes y Antártica Chilena","Alfaro, A.; Opazo, E.",Evaluación geotécnica de taludes en ruta Yendegaia-Fagnano,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2016-04.pdf,-54.85642324,-68.70648004,Coordenadas exactas
899,1279,RM-2016-04-001,Magallanes,3,Roca,Deslizamiento en cuña de roca,Excavación pie de ladera/talud,,,0,,Observado en terreno,"2016. Reporte de visita geológica a Bahía Yendegaia, Tierra del Fuego, región de Magallanes y Antártica Chilena","Alfaro, A.; Opazo, E.",Evaluación geotécnica de taludes en ruta Yendegaia-Fagnano,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2016-04.pdf,-54.85769807,-68.69861964,Coordenadas exactas
898,809,RM-2016-03-001,Maule,5,Suelo/Sedimento,Flujo de detritos,Lluvias,29,Agosto,2015,Invierno (del 21-06 al 20-09),,"2016. Observaciones geológicas del estado del deslizamiento ocurrido en el estero La Mina, Comuna de San Clemente, Región del Maule.","Gho, R.; Jara C.; Amigo A.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2016-03.pdf,-35.82439974,-70.7956044,Coordenadas aproximadas al sector
897,808,RM-2016-02-017,Los Lagos,1,Suelo/Sedimento,Caída de bloque/detrito/arena/limo,Evento Sísmico,25,Diciembre,2016,Verano (del 21-12 al 20-03),,"2016. Efectos geológicos del terremoto de Chiloé del 25 de diciembre de 2016, región de Los Lagos","Jara, C; Fernández, J.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2016-02.pdf,-43.01846407,-73.55662213,Coordenadas exactas
896,807,RM-2016-02-016,Los Lagos,1,Suelo/Sedimento,Caída de bloque/detrito/arena/limo,Evento Sísmico,25,Diciembre,2016,Verano (del 21-12 al 20-03),Observado en terreno,"2016. Efectos geológicos del terremoto de Chiloé del 25 de diciembre de 2016, región de Los Lagos","Jara, C; Fernández, J.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2016-02.pdf,-43.01319196,-73.55842675,Coordenadas exactas
895,806,RM-2016-02-015,Los Lagos,1,Suelo/Sedimento,Caída de bloque/detrito/arena/limo,Evento Sísmico,25,Diciembre,2016,Verano (del 21-12 al 20-03),,"2016. Efectos geológicos del terremoto de Chiloé del 25 de diciembre de 2016, región de Los Lagos","Jara, C; Fernández, J.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2016-02.pdf,-43.01231921,-73.55848398,Coordenadas exactas
894,805,RM-2016-02-014,Los Lagos,1,Suelo/Sedimento,Caída de bloque/detrito/arena/limo,Evento Sísmico,25,Diciembre,2016,Verano (del 21-12 al 20-03),Observado en terreno,"2016. Efectos geológicos del terremoto de Chiloé del 25 de diciembre de 2016, región de Los Lagos","Jara, C; Fernández, J.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2016-02.pdf,-43.00066287,-73.54819336,Coordenadas exactas
893,804,RM-2016-02-013,Los Lagos,3,Suelo/Sedimento,Deslizamiento indeterminado,Evento Sísmico,25,Diciembre,2016,Verano (del 21-12 al 20-03),,"2016. Efectos geológicos del terremoto de Chiloé del 25 de diciembre de 2016, región de Los Lagos","Jara, C; Fernández, J.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2016-02.pdf,-42.97874579,-73.61733958,Coordenadas exactas
